DATE & TIME,date_x,time_x,wave_direction (°),wave_height (m),sea_surface_temperature (°C),ocean_current_velocity (km/h),date_y,time_y,temperature_2m (°C),relative_humidity_2m (%),surface_pressure (hPa),cloud_cover (%),wind_speed_100m (km/h),wind_direction_100m (°),Cyclone
2024-08-28T10:00,28-08-2024,10:00,232,2.52,27.1,2.6,28-08-2024,10:00,27.1,84.0,1000.5,100.0,63.0,258,0
2024-08-28T11:00,28-08-2024,11:00,233,2.56,27.1,1.9,28-08-2024,11:00,27.2,85.0,1000.7,100.0,65.6,256,0
2024-08-28T12:00,28-08-2024,12:00,233,2.5,27.2,1.1,28-08-2024,12:00,27.4,85.0,1001.4,100.0,59.6,249,0
2024-08-28T13:00,28-08-2024,13:00,233,2.42,27.2,0.4,28-08-2024,13:00,27.7,85.0,1001.6,100.0,58.7,251,0
2024-08-28T14:00,28-08-2024,14:00,233,2.36,27.2,0.4,28-08-2024,14:00,27.8,84.0,1001.5,100.0,59.1,250,0
2024-08-28T15:00,28-08-2024,15:00,233,2.36,27.2,0.7,28-08-2024,15:00,27.8,84.0,1001.3,100.0,60.4,245,0
2024-08-28T16:00,28-08-2024,16:00,232,2.34,27.2,0.5,28-08-2024,16:00,27.6,85.0,1000.9,100.0,60.5,245,0
2024-08-28T17:00,28-08-2024,17:00,232,2.34,27.2,0.2,28-08-2024,17:00,27.8,84.0,999.9,100.0,57.6,243,0
2024-08-28T18:00,28-08-2024,18:00,232,2.34,27.2,0.6,28-08-2024,18:00,27.7,85.0,999.6,100.0,57.8,241,0
2024-08-28T19:00,28-08-2024,19:00,231,2.32,27.2,0.9,28-08-2024,19:00,27.6,85.0,999.5,100.0,63.8,245,1
2024-08-28T20:00,28-08-2024,20:00,231,2.32,27.2,1.3,28-08-2024,20:00,27.3,88.0,999.6,100.0,58.4,247,0
2024-08-28T21:00,28-08-2024,21:00,231,2.3,27.2,1.7,28-08-2024,21:00,26.9,86.0,1000.5,100.0,53.8,245,0
2024-08-28T22:00,28-08-2024,22:00,230,2.3,27.2,1.7,28-08-2024,22:00,26.6,86.0,1001.3,100.0,53.4,252,0
2024-08-28T23:00,28-08-2024,23:00,230,2.28,27.2,1.5,28-08-2024,23:00,27.1,83.0,1001.6,100.0,52.4,249,0
2024-08-29T00:00,29-08-2024,00:00,229,2.26,27.2,1.0,29-08-2024,00:00,27.1,85.0,1002.1,100.0,48.1,244,0
2024-08-29T01:00,29-08-2024,01:00,229,2.22,27.2,0.4,29-08-2024,01:00,27.4,85.0,1002.1,100.0,54.8,242,0
2024-08-29T02:00,29-08-2024,02:00,228,2.2,27.2,0.5,29-08-2024,02:00,27.2,86.0,1001.8,100.0,56.3,240,0
2024-08-29T03:00,29-08-2024,03:00,228,2.16,27.2,0.7,29-08-2024,03:00,27.1,88.0,1001.3,100.0,59.5,241,0
2024-08-29T04:00,29-08-2024,04:00,227,2.14,27.2,0.7,29-08-2024,04:00,27.2,87.0,1000.7,100.0,56.1,239,0
2024-08-29T05:00,29-08-2024,05:00,227,2.1,27.2,0.3,29-08-2024,05:00,27.2,87.0,999.9,100.0,57.2,238,0
2024-08-29T06:00,29-08-2024,06:00,227,2.1,27.2,0.6,29-08-2024,06:00,27.1,87.0,999.4,100.0,59.3,241,0
2024-08-29T07:00,29-08-2024,07:00,227,2.08,27.2,1.3,29-08-2024,07:00,27.2,87.0,999.3,99.0,56.7,241,0
2024-08-29T08:00,29-08-2024,08:00,227,2.08,27.2,1.9,29-08-2024,08:00,27.3,86.0,999.6,99.0,56.2,242,0
2024-08-29T09:00,29-08-2024,09:00,227,2.06,27.2,2.4,29-08-2024,09:00,27.2,86.0,1000.4,98.0,50.8,240,0
2024-08-29T10:00,29-08-2024,10:00,226,2.06,27.2,2.6,29-08-2024,10:00,27.5,85.0,1000.2,100.0,50.6,232,0
2024-08-29T11:00,29-08-2024,11:00,226,2.04,27.2,2.4,29-08-2024,11:00,27.4,86.0,1001.0,100.0,55.5,235,0
2024-08-29T12:00,29-08-2024,12:00,226,2.04,27.2,1.9,29-08-2024,12:00,27.3,86.0,1001.7,99.0,53.9,240,0
2024-08-29T13:00,29-08-2024,13:00,226,2.02,27.2,1.2,29-08-2024,13:00,27.6,87.0,1001.9,100.0,52.2,241,0
2024-08-29T14:00,29-08-2024,14:00,226,2.02,27.2,0.4,29-08-2024,14:00,27.8,86.0,1002.1,100.0,51.1,240,0
2024-08-29T15:00,29-08-2024,15:00,226,2.02,27.2,0.6,29-08-2024,15:00,27.6,84.0,1001.6,100.0,52.5,238,0
2024-08-29T16:00,29-08-2024,16:00,226,2.02,27.2,1.1,29-08-2024,16:00,27.6,86.0,1000.4,100.0,49.4,235,0
2024-08-29T17:00,29-08-2024,17:00,226,2.02,27.3,0.9,29-08-2024,17:00,27.2,86.0,999.6,100.0,50.4,239,0
2024-08-29T18:00,29-08-2024,18:00,226,2.2,27.3,0.6,29-08-2024,18:00,27.0,85.0,999.6,100.0,47.2,242,0
2024-08-29T19:00,29-08-2024,19:00,226,2.36,27.3,0.4,29-08-2024,19:00,27.3,88.0,999.6,100.0,44.3,238,0
2024-08-29T20:00,29-08-2024,20:00,226,2.54,27.3,0.8,29-08-2024,20:00,27.4,87.0,999.3,100.0,47.4,241,0
2024-08-29T21:00,29-08-2024,21:00,226,2.38,27.3,1.3,29-08-2024,21:00,27.3,88.0,1000.2,100.0,41.2,242,0
2024-08-29T22:00,29-08-2024,22:00,226,2.24,27.3,1.7,29-08-2024,22:00,27.1,88.0,1000.7,100.0,44.6,242,0
2024-08-29T23:00,29-08-2024,23:00,226,2.08,27.3,1.9,29-08-2024,23:00,27.2,87.0,1001.4,100.0,43.1,237,0
2024-08-30T00:00,30-08-2024,00:00,225,1.98,27.3,1.5,30-08-2024,00:00,27.3,87.0,1002.0,100.0,41.8,232,0
2024-08-30T01:00,30-08-2024,01:00,225,1.86,27.3,0.8,30-08-2024,01:00,27.3,87.0,1002.4,100.0,40.0,228,0
2024-08-30T02:00,30-08-2024,02:00,224,1.76,27.3,0.4,30-08-2024,02:00,27.3,88.0,1002.2,100.0,40.5,225,0
2024-08-30T03:00,30-08-2024,03:00,224,1.78,27.3,0.8,30-08-2024,03:00,27.3,89.0,1001.6,100.0,40.6,221,0
2024-08-30T04:00,30-08-2024,04:00,223,1.82,27.3,1.3,30-08-2024,04:00,27.2,89.0,1000.6,100.0,40.8,221,0
2024-08-30T05:00,30-08-2024,05:00,223,1.84,27.2,1.3,30-08-2024,05:00,27.1,89.0,1000.2,100.0,40.5,226,0
2024-08-30T06:00,30-08-2024,06:00,223,1.8,27.2,0.7,30-08-2024,06:00,27.2,88.0,1000.2,100.0,42.1,229,0
2024-08-30T07:00,30-08-2024,07:00,223,1.76,27.2,0.4,30-08-2024,07:00,26.9,90.0,1000.6,100.0,41.6,230,0
2024-08-30T08:00,30-08-2024,08:00,223,1.72,27.2,1.0,30-08-2024,08:00,26.8,90.0,1001.1,100.0,39.3,228,0
2024-08-30T09:00,30-08-2024,09:00,223,1.72,27.2,1.7,30-08-2024,09:00,26.6,87.0,1001.7,100.0,37.4,231,0
2024-08-30T10:00,30-08-2024,10:00,223,1.74,27.2,2.4,30-08-2024,10:00,26.8,86.0,1002.5,100.0,34.1,228,0
2024-08-30T11:00,30-08-2024,11:00,223,1.74,27.3,2.6,30-08-2024,11:00,27.3,84.0,1003.3,100.0,37.9,225,0
2024-08-30T12:00,30-08-2024,12:00,223,1.72,27.3,2.4,30-08-2024,12:00,27.5,83.0,1004.1,100.0,37.9,225,0
2024-08-30T13:00,30-08-2024,13:00,223,1.7,27.4,1.7,30-08-2024,13:00,27.6,82.0,1004.8,100.0,37.1,230,0
2024-08-30T14:00,30-08-2024,14:00,223,1.68,27.4,0.9,30-08-2024,14:00,27.7,84.0,1004.5,100.0,37.4,225,0
2024-08-30T15:00,30-08-2024,15:00,223,1.7,27.4,0.5,30-08-2024,15:00,27.6,83.0,1004.1,99.0,40.5,226,0
2024-08-30T16:00,30-08-2024,16:00,224,1.74,27.4,1.3,30-08-2024,16:00,27.2,86.0,1003.5,100.0,37.4,226,0
2024-08-30T17:00,30-08-2024,17:00,224,1.76,27.5,1.8,30-08-2024,17:00,27.6,85.0,1002.7,100.0,35.1,223,0
2024-08-30T18:00,30-08-2024,18:00,224,1.74,27.5,1.6,30-08-2024,18:00,27.5,86.0,1002.2,100.0,35.9,222,0
2024-08-30T19:00,30-08-2024,19:00,224,1.74,27.5,1.1,30-08-2024,19:00,27.6,86.0,1002.0,76.0,37.2,227,0
2024-08-30T20:00,30-08-2024,20:00,224,1.72,27.5,0.4,30-08-2024,20:00,27.6,87.0,1002.0,15.0,36.4,234,0
2024-08-30T21:00,30-08-2024,21:00,224,1.7,27.5,0.6,30-08-2024,21:00,27.2,86.0,1002.9,100.0,27.6,221,0
2024-08-30T22:00,30-08-2024,22:00,223,1.68,27.5,1.1,30-08-2024,22:00,27.0,87.0,1003.7,100.0,26.2,217,0
2024-08-30T23:00,30-08-2024,23:00,223,1.66,27.5,1.7,30-08-2024,23:00,27.0,87.0,1004.5,100.0,25.1,218,0
2024-08-31T00:00,31-08-2024,00:00,223,1.64,27.5,1.8,31-08-2024,00:00,26.8,88.0,1005.5,100.0,23.2,208,0
2024-08-31T01:00,31-08-2024,01:00,222,1.64,27.5,1.3,31-08-2024,01:00,26.8,88.0,1006.1,100.0,24.3,207,0
2024-08-31T02:00,31-08-2024,02:00,222,1.62,27.5,0.5,31-08-2024,02:00,26.8,89.0,1006.1,99.0,25.0,210,0
2024-08-31T03:00,31-08-2024,03:00,222,1.62,27.5,0.6,31-08-2024,03:00,26.6,90.0,1005.5,96.0,25.4,219,0
2024-08-31T04:00,31-08-2024,04:00,223,1.6,27.4,1.3,31-08-2024,04:00,26.6,90.0,1004.7,82.0,26.0,229,0
2024-08-31T05:00,31-08-2024,05:00,223,1.6,27.4,1.8,31-08-2024,05:00,26.6,89.0,1004.1,70.0,24.2,228,0
2024-08-31T06:00,31-08-2024,06:00,223,1.6,27.4,1.8,31-08-2024,06:00,26.5,90.0,1004.3,93.0,20.9,225,0
2024-08-31T07:00,31-08-2024,07:00,223,1.58,27.4,1.1,31-08-2024,07:00,26.3,90.0,1004.3,89.0,21.0,231,0
2024-08-31T08:00,31-08-2024,08:00,223,1.58,27.4,0.2,31-08-2024,08:00,26.2,90.0,1004.6,96.0,20.5,239,0
2024-08-31T09:00,31-08-2024,09:00,223,1.58,27.4,0.7,31-08-2024,09:00,26.8,86.0,1004.7,94.0,21.9,225,0
2024-08-31T10:00,31-08-2024,10:00,223,1.58,27.5,1.6,31-08-2024,10:00,26.9,85.0,1005.5,86.0,20.1,227,0
2024-08-31T11:00,31-08-2024,11:00,223,1.58,27.5,2.4,31-08-2024,11:00,27.4,83.0,1005.8,53.0,20.9,229,0
2024-08-31T12:00,31-08-2024,12:00,223,1.56,27.5,2.5,31-08-2024,12:00,27.5,83.0,1006.2,34.0,20.6,224,0
2024-08-31T13:00,31-08-2024,13:00,222,1.54,27.5,2.2,31-08-2024,13:00,27.5,83.0,1006.4,47.0,19.4,220,0
2024-08-31T14:00,31-08-2024,14:00,222,1.52,27.6,1.3,31-08-2024,14:00,27.8,83.0,1006.4,6.0,18.1,215,0
2024-08-31T15:00,31-08-2024,15:00,222,1.52,27.6,0.2,31-08-2024,15:00,27.7,84.0,1006.2,20.0,20.8,208,0
2024-08-31T16:00,31-08-2024,16:00,222,1.52,27.7,1.1,31-08-2024,16:00,27.8,82.0,1005.6,21.0,20.6,207,0
2024-08-31T17:00,31-08-2024,17:00,222,1.52,27.8,2.0,31-08-2024,17:00,27.9,82.0,1004.9,18.0,22.4,210,0
2024-08-31T18:00,31-08-2024,18:00,222,1.52,27.9,2.3,31-08-2024,18:00,27.6,85.0,1004.4,13.0,23.5,220,0
2024-08-31T19:00,31-08-2024,19:00,222,1.5,27.9,2.0,31-08-2024,19:00,27.5,86.0,1004.0,7.0,23.2,224,0
2024-08-31T20:00,31-08-2024,20:00,222,1.5,28.0,1.3,31-08-2024,20:00,27.6,85.0,1004.3,9.0,22.3,231,0
2024-08-31T21:00,31-08-2024,21:00,222,1.5,28.0,0.4,31-08-2024,21:00,27.2,86.0,1004.7,90.0,18.6,229,0
2024-08-31T22:00,31-08-2024,22:00,222,1.52,28.0,0.5,31-08-2024,22:00,27.1,87.0,1005.3,13.0,16.9,232,0
2024-08-31T23:00,31-08-2024,23:00,222,1.52,27.9,1.4,31-08-2024,23:00,27.0,88.0,1005.9,4.0,16.5,234,0
2024-09-01T00:00,01-09-2024,00:00,222,1.52,27.9,1.8,01-09-2024,00:00,27.0,88.0,1006.4,18.0,16.1,236,0
2024-09-01T01:00,01-09-2024,01:00,221,1.5,27.9,1.8,01-09-2024,01:00,27.1,87.0,1007.0,26.0,17.8,227,0
2024-09-01T02:00,01-09-2024,02:00,221,1.5,27.8,1.1,01-09-2024,02:00,27.0,87.0,1006.6,32.0,21.2,235,0
2024-09-01T03:00,01-09-2024,03:00,221,1.5,27.8,0.2,01-09-2024,03:00,26.9,88.0,1006.2,34.0,20.5,236,0
2024-09-01T04:00,01-09-2024,04:00,222,1.48,27.8,0.9,01-09-2024,04:00,26.8,88.0,1005.7,40.0,18.9,235,0
2024-09-01T05:00,01-09-2024,05:00,222,1.48,27.7,1.8,01-09-2024,05:00,26.6,90.0,1005.3,70.0,17.6,239,0
2024-09-01T06:00,01-09-2024,06:00,222,1.48,27.6,2.2,01-09-2024,06:00,26.4,91.0,1005.4,93.0,16.7,245,0
2024-09-01T07:00,01-09-2024,07:00,221,1.46,27.6,2.0,01-09-2024,07:00,26.2,92.0,1005.4,20.0,15.5,257,0
2024-09-01T08:00,01-09-2024,08:00,221,1.46,27.6,1.3,01-09-2024,08:00,26.0,92.0,1005.5,100.0,18.0,267,0
2024-09-01T09:00,01-09-2024,09:00,221,1.46,27.6,0.4,01-09-2024,09:00,26.1,92.0,1005.5,100.0,14.3,258,0
2024-09-01T10:00,01-09-2024,10:00,221,1.46,27.7,0.9,01-09-2024,10:00,26.3,90.0,1006.1,100.0,12.8,259,0
2024-09-01T11:00,01-09-2024,11:00,221,1.46,27.7,1.8,01-09-2024,11:00,26.8,86.0,1006.9,100.0,12.8,260,0
2024-09-01T12:00,01-09-2024,12:00,221,1.46,27.8,2.5,01-09-2024,12:00,27.0,84.0,1007.2,22.0,16.1,250,0
2024-09-01T13:00,01-09-2024,13:00,222,1.46,27.8,2.5,01-09-2024,13:00,27.2,84.0,1007.2,70.0,18.7,245,0
2024-09-01T14:00,01-09-2024,14:00,222,1.46,27.9,2.0,01-09-2024,14:00,27.6,82.0,1006.8,100.0,20.7,250,0
2024-09-01T15:00,01-09-2024,15:00,222,1.46,27.9,0.9,01-09-2024,15:00,27.8,81.0,1006.2,99.0,21.9,245,0
2024-09-01T16:00,01-09-2024,16:00,222,1.46,28.0,0.4,01-09-2024,16:00,27.7,82.0,1005.3,28.0,22.6,241,0
2024-09-01T17:00,01-09-2024,17:00,222,1.46,28.0,1.5,01-09-2024,17:00,27.8,82.0,1004.2,26.0,24.3,245,0
2024-09-01T18:00,01-09-2024,18:00,222,1.42,28.1,2.2,01-09-2024,18:00,27.9,82.0,1003.4,55.0,25.7,248,0
2024-09-01T19:00,01-09-2024,19:00,222,1.4,28.1,2.2,01-09-2024,19:00,28.0,82.0,1003.4,18.0,26.1,252,0
2024-09-01T20:00,01-09-2024,20:00,222,1.36,28.1,1.7,01-09-2024,20:00,27.9,82.0,1003.8,70.0,25.6,256,0
2024-09-01T21:00,01-09-2024,21:00,222,1.38,28.1,0.6,01-09-2024,21:00,27.3,85.0,1004.5,100.0,23.0,256,0
2024-09-01T22:00,01-09-2024,22:00,222,1.42,28.1,0.8,01-09-2024,22:00,27.2,86.0,1004.8,100.0,21.4,262,0
2024-09-01T23:00,01-09-2024,23:00,222,1.44,28.1,1.6,01-09-2024,23:00,27.1,86.0,1005.1,100.0,23.1,266,0
2024-09-02T00:00,02-09-2024,00:00,222,1.44,28.0,2.3,02-09-2024,00:00,27.1,86.0,1005.6,100.0,23.8,266,0
2024-09-02T01:00,02-09-2024,01:00,222,1.42,28.0,2.7,02-09-2024,01:00,27.1,86.0,1006.1,100.0,24.1,267,0
2024-09-02T02:00,02-09-2024,02:00,222,1.42,28.0,2.5,02-09-2024,02:00,27.0,86.0,1005.9,100.0,21.6,271,0
2024-09-02T03:00,02-09-2024,03:00,222,1.42,28.0,1.6,02-09-2024,03:00,27.0,86.0,1005.5,100.0,21.6,273,0
2024-09-02T04:00,02-09-2024,04:00,222,1.4,28.0,0.4,02-09-2024,04:00,26.8,86.0,1005.1,100.0,22.0,273,0
2024-09-02T05:00,02-09-2024,05:00,222,1.4,27.9,0.8,02-09-2024,05:00,26.8,86.0,1004.4,100.0,22.8,276,0
2024-09-02T06:00,02-09-2024,06:00,222,1.38,27.9,1.5,02-09-2024,06:00,26.7,87.0,1004.3,100.0,20.2,281,0
2024-09-02T07:00,02-09-2024,07:00,223,1.36,27.9,1.9,02-09-2024,07:00,26.5,88.0,1004.1,100.0,18.8,287,0
2024-09-02T08:00,02-09-2024,08:00,223,1.34,27.9,1.5,02-09-2024,08:00,26.3,89.0,1004.1,100.0,16.7,289,0
2024-09-02T09:00,02-09-2024,09:00,223,1.36,27.9,0.7,02-09-2024,09:00,26.3,90.0,1004.3,100.0,16.2,282,0
2024-09-02T10:00,02-09-2024,10:00,222,1.38,27.9,1.0,02-09-2024,10:00,26.3,90.0,1004.8,100.0,15.3,279,0
2024-09-02T11:00,02-09-2024,11:00,222,1.4,27.9,2.0,02-09-2024,11:00,26.7,86.0,1005.6,100.0,14.5,284,0
2024-09-02T12:00,02-09-2024,12:00,222,1.4,27.9,2.9,02-09-2024,12:00,27.0,85.0,1006.0,100.0,16.1,280,0
2024-09-02T13:00,02-09-2024,13:00,223,1.38,27.9,3.2,02-09-2024,13:00,27.4,85.0,1005.9,100.0,17.4,277,0
2024-09-02T14:00,02-09-2024,14:00,223,1.38,27.9,2.9,02-09-2024,14:00,27.8,83.0,1005.7,100.0,18.1,264,0
2024-09-02T15:00,02-09-2024,15:00,223,1.36,27.9,2.2,02-09-2024,15:00,27.8,83.0,1005.0,100.0,20.5,260,0
2024-09-02T16:00,02-09-2024,16:00,224,1.36,28.0,0.9,02-09-2024,16:00,28.1,82.0,1003.9,100.0,25.8,262,0
2024-09-02T17:00,02-09-2024,17:00,224,1.34,28.0,0.5,02-09-2024,17:00,27.5,85.0,1002.9,100.0,31.0,261,0
2024-09-02T18:00,02-09-2024,18:00,225,1.34,28.0,1.4,02-09-2024,18:00,27.8,83.0,1002.5,100.0,27.0,269,0
2024-09-02T19:00,02-09-2024,19:00,225,1.36,28.0,1.7,02-09-2024,19:00,27.7,83.0,1001.6,100.0,30.6,271,0
2024-09-02T20:00,02-09-2024,20:00,226,1.36,28.0,1.6,02-09-2024,20:00,27.6,85.0,1001.9,100.0,29.3,275,0
2024-09-02T21:00,02-09-2024,21:00,226,1.34,28.0,0.9,02-09-2024,21:00,27.5,84.0,1002.7,100.0,25.9,279,0
2024-09-02T22:00,02-09-2024,22:00,226,1.34,28.0,0.9,02-09-2024,22:00,27.0,88.0,1003.4,100.0,24.3,276,0
2024-09-02T23:00,02-09-2024,23:00,226,1.32,28.0,1.8,02-09-2024,23:00,26.9,88.0,1004.0,100.0,22.5,283,0
2024-09-03T00:00,03-09-2024,00:00,225,1.3,28.0,2.7,03-09-2024,00:00,26.9,88.0,1004.5,100.0,22.9,277,0
2024-09-03T01:00,03-09-2024,01:00,225,1.3,27.9,3.2,03-09-2024,01:00,26.9,88.0,1005.1,100.0,22.1,282,0
2024-09-03T02:00,03-09-2024,02:00,224,1.28,27.9,3.2,03-09-2024,02:00,27.0,86.0,1004.8,100.0,23.8,273,0
2024-09-03T03:00,03-09-2024,03:00,224,1.28,27.9,2.5,03-09-2024,03:00,26.9,86.0,1004.4,100.0,22.0,270,0
2024-09-03T04:00,03-09-2024,04:00,223,1.26,27.9,1.5,03-09-2024,04:00,26.7,88.0,1003.9,100.0,20.9,274,0
2024-09-03T05:00,03-09-2024,05:00,223,1.26,27.9,0.4,03-09-2024,05:00,26.6,88.0,1003.3,100.0,23.0,279,0
2024-09-03T06:00,03-09-2024,06:00,223,1.22,27.8,0.9,03-09-2024,06:00,26.5,88.0,1002.9,100.0,22.5,277,0
2024-09-03T07:00,03-09-2024,07:00,222,1.16,27.8,1.5,03-09-2024,07:00,26.5,89.0,1003.0,100.0,22.1,282,0
2024-09-03T08:00,03-09-2024,08:00,222,1.12,27.8,1.5,03-09-2024,08:00,26.4,89.0,1003.1,100.0,24.3,282,0
2024-09-03T09:00,03-09-2024,09:00,222,1.14,27.8,0.9,03-09-2024,09:00,26.3,89.0,1003.7,100.0,20.2,275,0
2024-09-03T10:00,03-09-2024,10:00,222,1.16,27.9,0.9,03-09-2024,10:00,26.5,88.0,1004.3,100.0,19.2,278,0
2024-09-03T11:00,03-09-2024,11:00,222,1.18,27.9,1.9,03-09-2024,11:00,26.8,87.0,1005.0,100.0,19.6,284,0
2024-09-03T12:00,03-09-2024,12:00,221,1.18,27.9,2.9,03-09-2024,12:00,27.2,84.0,1005.6,100.0,18.1,275,0
2024-09-03T13:00,03-09-2024,13:00,221,1.16,27.9,3.4,03-09-2024,13:00,27.6,80.0,1006.0,100.0,17.6,270,0
2024-09-03T14:00,03-09-2024,14:00,220,1.16,28.0,3.4,03-09-2024,14:00,27.9,78.0,1005.9,100.0,17.7,266,0
2024-09-03T15:00,03-09-2024,15:00,220,1.16,28.0,2.9,03-09-2024,15:00,27.9,80.0,1005.2,100.0,20.4,253,0
2024-09-03T16:00,03-09-2024,16:00,220,1.16,28.0,1.8,03-09-2024,16:00,27.1,86.0,1004.6,100.0,22.9,251,0
2024-09-03T17:00,03-09-2024,17:00,220,1.16,28.0,0.5,03-09-2024,17:00,27.3,84.0,1003.5,100.0,25.1,263,0
2024-09-03T18:00,03-09-2024,18:00,220,1.14,28.0,0.9,03-09-2024,18:00,27.5,83.0,1003.2,100.0,25.0,252,0
2024-09-03T19:00,03-09-2024,19:00,221,1.14,28.0,1.8,03-09-2024,19:00,27.5,84.0,1003.6,100.0,26.3,253,0
2024-09-03T20:00,03-09-2024,20:00,221,1.12,28.0,1.9,03-09-2024,20:00,27.4,84.0,1003.5,100.0,26.7,260,0
2024-09-03T21:00,03-09-2024,21:00,221,1.12,28.0,1.5,03-09-2024,21:00,27.3,87.0,1003.7,99.0,26.8,263,0
2024-09-03T22:00,03-09-2024,22:00,222,1.14,28.0,0.7,03-09-2024,22:00,27.2,87.0,1004.7,100.0,24.2,266,0
2024-09-03T23:00,03-09-2024,23:00,222,1.14,28.0,1.2,03-09-2024,23:00,27.2,86.0,1005.6,100.0,24.5,267,0
2024-09-04T00:00,04-09-2024,00:00,222,1.16,27.9,2.2,04-09-2024,00:00,27.2,85.0,1006.3,100.0,23.8,270,0
2024-09-04T01:00,04-09-2024,01:00,222,1.18,27.9,2.9,04-09-2024,01:00,27.3,84.0,1006.8,100.0,23.1,272,0
2024-09-04T02:00,04-09-2024,02:00,222,1.2,27.9,3.1,04-09-2024,02:00,27.2,83.0,1006.6,100.0,22.3,270,0
2024-09-04T03:00,04-09-2024,03:00,222,1.2,27.8,2.9,04-09-2024,03:00,27.0,85.0,1006.2,100.0,21.6,268,0
2024-09-04T04:00,04-09-2024,04:00,223,1.22,27.8,2.0,04-09-2024,04:00,26.9,86.0,1005.7,100.0,22.9,263,0
2024-09-04T05:00,04-09-2024,05:00,223,1.22,27.8,0.7,04-09-2024,05:00,26.7,87.0,1005.2,100.0,23.1,265,0
2024-09-04T06:00,04-09-2024,06:00,223,1.22,27.8,0.5,04-09-2024,06:00,26.4,88.0,1005.1,100.0,23.1,267,0
2024-09-04T07:00,04-09-2024,07:00,224,1.24,27.7,1.4,04-09-2024,07:00,26.6,86.0,1005.1,100.0,23.2,263,0
2024-09-04T08:00,04-09-2024,08:00,224,1.24,27.7,1.5,04-09-2024,08:00,26.4,87.0,1005.4,100.0,23.9,258,0
2024-09-04T09:00,04-09-2024,09:00,224,1.24,27.7,1.4,04-09-2024,09:00,26.4,87.0,1006.1,100.0,26.9,262,0
2024-09-04T10:00,04-09-2024,10:00,224,1.26,27.7,0.6,04-09-2024,10:00,26.6,86.0,1006.1,100.0,26.1,264,0
2024-09-04T11:00,04-09-2024,11:00,224,1.26,27.8,1.1,04-09-2024,11:00,26.5,86.0,1006.6,99.0,26.0,266,0
2024-09-04T12:00,04-09-2024,12:00,224,1.24,27.8,2.2,04-09-2024,12:00,27.1,83.0,1006.7,100.0,26.6,257,0
2024-09-04T13:00,04-09-2024,13:00,224,1.2,27.8,2.9,04-09-2024,13:00,27.0,85.0,1006.8,99.0,29.5,252,0
2024-09-04T14:00,04-09-2024,14:00,224,1.18,27.8,3.2,04-09-2024,14:00,27.4,82.0,1006.4,88.0,30.8,254,0
2024-09-04T15:00,04-09-2024,15:00,225,1.22,27.9,3.1,04-09-2024,15:00,27.8,80.0,1006.0,97.0,32.1,261,0
2024-09-04T16:00,04-09-2024,16:00,225,1.24,27.9,2.3,04-09-2024,16:00,27.9,80.0,1005.2,100.0,31.4,261,0
2024-09-04T17:00,04-09-2024,17:00,226,1.28,27.9,1.1,04-09-2024,17:00,27.8,81.0,1004.1,100.0,32.6,260,0
2024-09-04T18:00,04-09-2024,18:00,226,1.28,27.9,0.6,04-09-2024,18:00,27.7,82.0,1003.3,100.0,34.2,258,0
2024-09-04T19:00,04-09-2024,19:00,227,1.3,28.0,1.2,04-09-2024,19:00,27.4,85.0,1002.9,38.0,34.9,259,0
2024-09-04T20:00,04-09-2024,20:00,227,1.3,28.0,1.6,04-09-2024,20:00,27.5,84.0,1002.8,93.0,35.7,261,0
2024-09-04T21:00,04-09-2024,21:00,227,1.3,28.0,1.6,04-09-2024,21:00,27.3,85.0,1003.3,100.0,31.5,264,0
2024-09-04T22:00,04-09-2024,22:00,227,1.3,27.9,0.9,04-09-2024,22:00,27.3,86.0,1003.7,100.0,31.7,267,0
2024-09-04T23:00,04-09-2024,23:00,227,1.3,27.9,1.0,04-09-2024,23:00,27.3,86.0,1004.2,100.0,28.8,270,0
2024-09-05T00:00,05-09-2024,00:00,227,1.3,27.8,1.9,05-09-2024,00:00,27.2,87.0,1005.0,100.0,25.2,272,0
2024-09-05T01:00,05-09-2024,01:00,226,1.3,27.8,2.7,05-09-2024,01:00,27.2,86.0,1005.5,100.0,24.5,270,0
2024-09-05T02:00,05-09-2024,02:00,226,1.3,27.8,3.1,05-09-2024,02:00,27.0,88.0,1005.2,100.0,24.8,271,0
2024-09-05T03:00,05-09-2024,03:00,226,1.3,27.8,3.1,05-09-2024,03:00,26.6,90.0,1004.5,100.0,25.9,269,0
2024-09-05T04:00,05-09-2024,04:00,227,1.3,27.7,2.5,05-09-2024,04:00,26.5,89.0,1003.7,100.0,28.5,266,0
2024-09-05T05:00,05-09-2024,05:00,227,1.3,27.7,1.5,05-09-2024,05:00,26.5,88.0,1003.1,100.0,32.4,267,0
2024-09-05T06:00,05-09-2024,06:00,228,1.32,27.6,0.5,05-09-2024,06:00,26.7,86.0,1003.0,100.0,34.2,272,0
2024-09-05T07:00,05-09-2024,07:00,228,1.32,27.6,0.8,05-09-2024,07:00,26.8,84.0,1003.0,100.0,32.6,277,0
2024-09-05T08:00,05-09-2024,08:00,229,1.34,27.6,1.4,05-09-2024,08:00,26.8,83.0,1003.3,100.0,35.0,279,0
2024-09-05T09:00,05-09-2024,09:00,230,1.34,27.6,1.2,05-09-2024,09:00,27.0,83.0,1003.8,74.0,31.3,271,0
